LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,CentralAir,Electrical,Functional,PavedDrive,SaleType,SaleCondition,MSSubClass,HeatingQC,KitchenQual,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,GarageYrBlt,Fence
69.0,12394.0,2003.0,2003.0,0.0,0.0,847.0,847.0,847.0,886.0,1733.0,7.0,433.0,100.0,48.0,0.0,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Family,60,Ex,Gd,7,5,0,2,1,3,1,1,2,Gd,TA,Gd,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,Gd,2003.0,NoFence
60.0,9900.0,1940.0,1950.0,0.0,0.0,778.0,778.0,944.0,545.0,1489.0,7.0,240.0,335.0,0.0,0.0,RL,Reg,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,TA,TA,6,7,0,2,0,3,1,1,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1940.0,GdWo
81.0,11216.0,2006.0,2006.0,0.0,0.0,1489.0,1489.0,1489.0,0.0,1489.0,7.0,776.0,0.0,140.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,8,5,0,2,0,3,1,1,2,Gd,Gd,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2006.0,NoFence
114.0,14803.0,2007.0,2008.0,816.0,1636.0,442.0,2078.0,2084.0,0.0,2084.0,7.0,1220.0,188.0,45.0,0.0,RL,Reg,Lvl,Inside,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Ex,10,5,1,2,0,2,1,1,3,Ex,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2007.0,NoFence
50.0,6130.0,1924.0,1950.0,0.0,784.0,0.0,784.0,784.0,0.0,784.0,5.0,0.0,0.0,0.0,116.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,45,Gd,Gd,5,6,1,1,0,2,1,0,0,TA,TA,No,ALQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
65.0,8529.0,2001.0,2001.0,0.0,20.0,1434.0,1454.0,1434.0,0.0,1434.0,6.0,527.0,290.0,39.0,0.0,RL,IR1,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,0,2,0,3,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,2001.0,NoFence
69.0,28698.0,1967.0,1967.0,0.0,249.0,0.0,1013.0,1160.0,966.0,2126.0,7.0,538.0,486.0,0.0,0.0,RL,IR2,Low,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,PConc,GasA,Y,SBrkr,Min2,Y,WD,Abnorml,60,TA,TA,5,5,0,2,1,3,1,0,2,TA,Gd,Gd,LwQ,ALQ,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1967.0,NoFence
24.0,2544.0,2005.0,2005.0,0.0,0.0,600.0,600.0,520.0,623.0,1223.0,4.0,480.0,0.0,166.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,160,Ex,Gd,7,5,0,2,1,2,1,0,2,Gd,TA,No,Unf,Unf,Detchd,RFn,TA,TA,Pave,NoFireplace,2005.0,NoFence
80.0,11900.0,1957.0,1957.0,387.0,1040.0,352.0,1392.0,1392.0,0.0,1392.0,6.0,458.0,0.0,0.0,0.0,RL,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,20,TA,TA,6,5,1,1,1,3,1,2,2,TA,TA,No,Rec,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,1957.0,NoFence
30.0,3180.0,2005.0,2005.0,0.0,0.0,600.0,600.0,520.0,600.0,1200.0,4.0,480.0,0.0,166.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,160,Ex,Gd,7,5,0,2,1,2,1,0,2,Gd,TA,No,Unf,Unf,Detchd,RFn,TA,TA,Pave,NoFireplace,2005.0,NoFence
44.0,9548.0,2003.0,2003.0,223.0,483.0,458.0,941.0,941.0,888.0,1829.0,7.0,613.0,192.0,39.0,0.0,RL,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,6,1,2,1,3,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,2003.0,NoFence
100.0,10004.0,1964.0,1964.0,180.0,196.0,975.0,1516.0,1516.0,0.0,1516.0,6.0,472.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,6,6,0,1,1,3,1,0,2,TA,TA,No,Rec,BLQ,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1964.0,NoFence
75.0,7875.0,1961.0,1961.0,136.0,572.0,572.0,1144.0,1144.0,0.0,1144.0,6.0,456.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,5,6,1,1,0,3,1,0,2,TA,TA,No,Rec,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1961.0,GdWo
60.0,9600.0,1950.0,1995.0,0.0,442.0,625.0,1067.0,1067.0,0.0,1067.0,4.0,436.0,290.0,0.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Min2,Y,WD,Normal,20,TA,Gd,4,7,0,2,0,2,1,0,2,Gd,TA,No,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1996.0,NoFence
90.0,8100.0,1948.0,1973.0,0.0,338.0,1221.0,1559.0,1559.0,0.0,1559.0,5.0,812.0,0.0,116.0,230.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Min2,Y,COD,Normal,30,Gd,TA,5,6,1,1,0,2,1,0,2,TA,TA,No,Rec,Unf,Detchd,Unf,TA,TA,Pave,NoFireplace,1948.0,GdWo
21.0,1680.0,1973.0,1973.0,158.0,330.0,153.0,483.0,483.0,504.0,987.0,5.0,264.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,160,TA,TA,6,5,1,1,1,2,1,0,1,TA,TA,No,BLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1973.0,NoFence
75.0,9525.0,1995.0,2006.0,0.0,0.0,1099.0,1099.0,1099.0,0.0,1099.0,6.0,352.0,278.0,0.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,5,6,0,1,1,3,1,0,1,Gd,TA,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1999.0,NoFence
70.0,11767.0,1946.0,1995.0,0.0,352.0,416.0,768.0,768.0,432.0,1200.0,6.0,240.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Ex,TA,5,6,0,1,0,3,1,0,1,TA,TA,No,BLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1946.0,NoFence
69.0,12155.0,1925.0,1950.0,0.0,156.0,516.0,672.0,810.0,672.0,1482.0,7.0,400.0,0.0,0.0,254.0,RH,IR1,Lvl,Inside,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,N,SBrkr,Typ,P,WD,Normal,70,TA,Fa,6,8,0,2,0,4,1,0,1,TA,TA,No,BLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1934.0,NoFence
60.0,10440.0,1904.0,2002.0,0.0,0.0,650.0,650.0,958.0,581.0,1539.0,8.0,686.0,70.0,78.0,68.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,P,WD,Normal,70,Gd,Gd,5,8,0,2,0,3,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,Gd,TA,Grvl,Po,1983.0,NoFence
82.0,9020.0,1966.0,1966.0,183.0,312.0,276.0,1127.0,1165.0,0.0,1165.0,6.0,490.0,0.0,129.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,TA,TA,6,7,1,1,1,3,1,0,2,TA,TA,Gd,Rec,ALQ,Attchd,RFn,Gd,Gd,NoAlley,NoFireplace,1966.0,GdPrv
80.0,8000.0,1961.0,1961.0,0.0,0.0,1800.0,1800.0,1800.0,0.0,1800.0,10.0,0.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,90,Ex,TA,5,4,0,2,0,6,2,0,0,TA,TA,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
100.0,12665.0,1915.0,1950.0,0.0,0.0,876.0,876.0,876.0,540.0,1416.0,7.0,720.0,418.0,0.0,194.0,RM,IR1,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Gd,TA,5,8,0,1,1,4,1,1,3,TA,TA,Mn,Unf,Unf,Detchd,Unf,TA,TA,Grvl,Gd,1949.0,NoFence
69.0,16647.0,1975.0,1981.0,0.0,1390.0,0.0,1390.0,1701.0,0.0,1701.0,6.0,611.0,0.0,0.0,0.0,RL,IR1,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Min2,Y,WD,Normal,85,TA,TA,5,5,1,2,0,3,1,2,2,Gd,TA,Gd,ALQ,Unf,Basment,Fin,TA,TA,NoAlley,TA,1975.0,NoFence
75.0,9317.0,1993.0,1993.0,137.0,513.0,227.0,740.0,1006.0,769.0,1775.0,7.0,425.0,234.0,72.0,192.0,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,1,2,Gd,TA,No,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1993.0,NoFence
36.0,15523.0,1972.0,1972.0,0.0,460.0,404.0,864.0,864.0,0.0,864.0,5.0,338.0,0.0,0.0,0.0,RL,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,6,1,1,0,3,1,1,1,TA,TA,Av,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,Fa,1972.0,NoFence
75.0,45600.0,1908.0,1997.0,0.0,0.0,907.0,907.0,1307.0,1051.0,2358.0,10.0,360.0,486.0,40.0,0.0,RL,IR2,Bnk,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,TA,TA,6,8,0,3,0,5,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,Fa,TA,NoAlley,Gd,1908.0,NoFence
80.0,9600.0,1976.0,1994.0,360.0,0.0,528.0,528.0,1094.0,761.0,1855.0,7.0,512.0,113.0,100.0,0.0,RL,Reg,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,Ex,TA,6,7,0,2,1,3,1,1,2,TA,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1976.0,NoFence
36.0,4435.0,2003.0,2003.0,170.0,659.0,189.0,848.0,848.0,0.0,848.0,3.0,420.0,140.0,0.0,0.0,RM,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Gd,6,5,1,1,0,1,1,0,2,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,2003.0,NoFence
69.0,3196.0,2003.0,2003.0,40.0,0.0,1273.0,1273.0,1456.0,0.0,1456.0,7.0,400.0,143.0,20.0,0.0,RL,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Gd,8,5,0,2,0,2,1,1,2,Gd,TA,Gd,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,2003.0,NoFence
53.0,7128.0,1941.0,1950.0,0.0,364.0,554.0,918.0,918.0,728.0,1646.0,7.0,240.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,75,Gd,TA,7,5,0,2,0,4,1,2,1,TA,TA,No,Rec,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1941.0,MnPrv
69.0,12095.0,1964.0,1964.0,115.0,564.0,563.0,1127.0,1445.0,0.0,1445.0,7.0,645.0,180.0,0.0,0.0,RL,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,BrkFace,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,TA,TA,6,6,0,1,1,3,1,1,2,TA,TA,Gd,Rec,Unf,Attchd,RFn,TA,TA,NoAlley,Fa,1964.0,MnPrv
102.0,17920.0,1955.0,1974.0,0.0,306.0,372.0,1763.0,1779.0,0.0,1779.0,6.0,454.0,0.0,418.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,20,TA,TA,5,4,1,1,1,3,1,1,2,TA,TA,Mn,ALQ,Rec,Attchd,Unf,TA,TA,NoAlley,Gd,1955.0,NoFence
69.0,6897.0,1962.0,2010.0,0.0,659.0,381.0,1040.0,1040.0,0.0,1040.0,6.0,260.0,0.0,104.0,0.0,RL,IR1,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,8,1,1,1,3,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1962.0,NoFence
69.0,10970.0,1978.0,1978.0,0.0,505.0,0.0,940.0,1026.0,0.0,1026.0,5.0,576.0,0.0,0.0,34.0,RL,IR1,Low,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,TA,TA,6,6,1,1,0,3,1,0,2,Gd,Gd,Gd,GLQ,LwQ,Detchd,Unf,TA,Fa,NoAlley,NoFireplace,1981.0,MnPrv
65.0,8125.0,1994.0,1995.0,0.0,0.0,702.0,702.0,702.0,779.0,1481.0,6.0,343.0,0.0,36.0,0.0,RL,Reg,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,TA,6,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1994.0,NoFence
80.0,10400.0,1976.0,1976.0,189.0,0.0,1090.0,1090.0,1370.0,0.0,1370.0,6.0,479.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Family,20,TA,TA,7,5,0,2,0,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1976.0,MnPrv
69.0,11029.0,1968.0,1984.0,220.0,619.0,435.0,1054.0,1512.0,1142.0,2654.0,9.0,619.0,0.0,65.0,0.0,RL,IR1,Lvl,Corner,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,Gd,6,7,1,2,1,4,1,1,2,TA,TA,Mn,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,Gd,1968.0,NoFence
55.0,7642.0,1918.0,1998.0,0.0,0.0,912.0,912.0,912.0,514.0,1426.0,7.0,216.0,0.0,240.0,0.0,RL,Reg,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Gd,Gd,7,8,0,1,1,3,1,1,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1925.0,GdPrv
75.0,11625.0,1965.0,1965.0,0.0,841.0,198.0,1039.0,1039.0,0.0,1039.0,6.0,504.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,190,Ex,TA,5,4,1,1,1,3,1,0,2,TA,TA,Mn,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1965.0,NoFence
81.0,9672.0,1984.0,1985.0,0.0,338.0,702.0,1040.0,1097.0,0.0,1097.0,6.0,480.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,6,5,0,2,0,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1986.0,GdPrv
70.0,7931.0,1959.0,1959.0,0.0,1148.0,0.0,1148.0,1148.0,0.0,1148.0,6.0,672.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,5,1,1,0,3,1,0,1,TA,TA,No,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1959.0,GdPrv
72.0,8640.0,2007.0,2008.0,0.0,0.0,1372.0,1372.0,1372.0,0.0,1372.0,6.0,529.0,0.0,140.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,0,2,0,3,1,0,2,Ex,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,2008.0,NoFence
69.0,8750.0,1970.0,1970.0,76.0,828.0,174.0,1002.0,1002.0,0.0,1002.0,5.0,902.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,6,1,1,0,3,1,0,2,TA,TA,No,BLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1973.0,MnPrv
67.0,10656.0,2006.0,2007.0,274.0,0.0,1638.0,1638.0,1646.0,0.0,1646.0,6.0,870.0,192.0,80.0,0.0,RL,IR1,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,8,5,0,2,0,3,1,1,3,Gd,TA,Av,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2007.0,NoFence
85.0,6970.0,1961.0,1961.0,0.0,932.0,108.0,1040.0,1120.0,0.0,1120.0,5.0,544.0,168.0,0.0,0.0,RL,Reg,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,Fa,4,5,1,1,1,3,1,0,2,TA,TA,No,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1961.0,NoFence
69.0,14762.0,1948.0,1950.0,0.0,0.0,0.0,0.0,1547.0,720.0,2320.0,7.0,672.0,120.0,144.0,0.0,RL,IR2,Lvl,Corner,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,GasA,Y,SBrkr,Typ,P,WD,Normal,60,Gd,TA,5,6,0,2,0,2,1,1,2,NoBasement,NoBasement,NoBasement,NoBasement,NoBasement,Attchd,Unf,TA,TA,NoAlley,TA,1979.0,NoFence
80.0,9938.0,1993.0,1994.0,246.0,750.0,300.0,1050.0,1062.0,887.0,1949.0,8.0,574.0,156.0,90.0,0.0,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1993.0,GdPrv
60.0,6600.0,1962.0,1962.0,0.0,0.0,894.0,894.0,894.0,0.0,894.0,5.0,308.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,5,5,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1962.0,NoFence
70.0,8750.0,1998.0,1998.0,116.0,505.0,299.0,804.0,804.0,878.0,1682.0,7.0,523.0,0.0,77.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,0,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1998.0,NoFence
74.0,8892.0,1953.0,1996.0,0.0,0.0,105.0,105.0,910.0,0.0,910.0,5.0,414.0,196.0,0.0,150.0,RL,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,Stone,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,5,7,0,1,0,3,1,0,2,TA,TA,Av,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1953.0,GdWo
60.0,12144.0,1949.0,1950.0,0.0,375.0,457.0,832.0,1036.0,0.0,1268.0,6.0,288.0,0.0,28.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,40,Gd,TA,5,7,0,1,0,3,1,1,1,TA,TA,No,Rec,Unf,Attchd,Unf,TA,TA,NoAlley,Gd,1949.0,NoFence
52.0,5720.0,1941.0,1950.0,0.0,0.0,676.0,676.0,676.0,455.0,1131.0,5.0,200.0,26.0,0.0,0.0,RM,Reg,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,50,Ex,TA,5,6,0,1,1,3,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1941.0,NoFence
